Name,Symbol,APIR Code,Morningstar Medalist Rating™,Analyst-Driven %,Data Coverage %,Medalist Rating Date,Morningstar ESG Risk Rating,Morningstar Category,Low Carbon Designation,Sustainable Investment (By Prospectus),Historical Corporate Sustainability Score,Historical Sovereign Sustainability Score,Corporate Sustainability Percent Rank,Portfolio Carbon Risk Score,Fossil Fuel % Covered Portfolio Involved,Alcohol(%),Animal Testing(%),Controversial Weapons(%),Tobacco(%),Gambling(%),Small Arms(%),Thermal Coal(%),1 Month Return (%),3 Months Return (%),6 Months Return (%),YTD Return (%),1 Year Annualised (%),3 Years Annualised (%),5 Years Annualised (%),10 Years Annualised (%),Investment Management Fee(%),TCR (P),Manager Tenure (Yrs),Fund Size (Mil),Equity StyleBox™,Fixed Income StyleBox™,Average Market Cap (Mil),Average Credit Quality,Effective Duration,Morningstar Rating,Morningstar Risk (Rel to Category),3 Year Alpha,3 Year Beta,3 Year R-Squared,3 Year Standard Deviation,3 Year Sharpe Ratio
Morningstar Global Opportunities Fund Class Z,44388,INT2524AU,,,,,1,Equity World Large Value,No,No,,,,8.76,11.87,3.55,21.5,0,0.07,0,0.10,0.00,−3.52,0.92,8.91,5.69,15.93,17.47,17.20,,0.00,0.00,,896.58 ,Large Value,,,,,4,5,7.34,0.53,25.44,12.15,1.09
Morningstar International Shares (Hedged) Fund - Class A,11745,INT0050AU,,,,,2,Equity World - Currency Hedged,Yes,No,,,,8.29,2.09,0,18.04,0.01,0,0,1.54,0.43,−0.86,−3.68,−1.09,−1.01,5.54,8.39,11.28,8.18,0.39,0.39,,504.80 ,Mid Blend,,,,,4,1,−0.24,0.79,90.77,12.14,0.42
Morningstar International Shares (Hedged) Fund - Class B,42007,INT0051AU,,,,,2,Equity World - Currency Hedged,Yes,No,,,,8.29,2.09,0,18.04,0.01,0,0,1.54,0.43,−0.85,−3.64,−0.98,−0.95,5.78,8.43,11.26,8.20,0.39,0.39,,504.80 ,Mid Blend,,,,,4,1,−0.21,0.79,90.76,12.14,0.42
Morningstar International Shares (Unhedged) Fund - Class A,11743,INT0052AU,,,,,2,Equity World Large Blend,Yes,No,,,,8.29,2.09,0,18.04,0.01,0,0,1.54,0.43,−1.71,−3.67,2.68,−1.61,10.10,13.01,11.94,10.30,0.38,0.38,24.83,749.51 ,Mid Blend,,,,,3,1,0.86,0.73,82.04,9.40,0.96
Morningstar International Shares (Unhedged) Fund - Class B,42008,INT0053AU,,,,,2,Equity World Large Blend,Yes,No,,,,8.29,2.09,0,18.04,0.01,0,0,1.54,0.43,−1.69,−3.62,2.79,−1.54,10.28,13.01,11.91,10.10,0.38,0.38,24.83,749.51 ,Mid Blend,,,,,3,1,0.87,0.73,82.02,9.39,0.96
Munro Climate Change Leaders Fund Class A Units,44291,GSF1423AU,Neutral,0.00,80.00,2025-03-31,1,Equity World Large Blend,No,Yes,,,,8.75,20.68,0,9.07,0,0,0,0.00,0.00,3.85,−6.76,0.69,−3.19,21.92,22.23,,,0.90,0.90,3.58,165.03 ,Large Growth,,,,,5,5,5.17,1.18,49.53,19.50,0.94
Munro Concentrated Global Growth Fund Class A,43490,GSF9808AU,Neutral,0.00,90.00,2025-03-31,3,Equity World Large Growth,Yes,No,,,,5.50,3.77,0,8.39,1.74,0,0,5.00,0.00,3.11,−8.16,6.97,−3.53,22.30,21.73,16.92,,0.70,1.24,5.58,161.78 ,Large Growth,,,,,5,4,4.62,1.13,72.62,15.54,1.12
Munro Concentrated Global Growth Fund Class C,47219,GSF0540AU,,,,,3,Equity World Large Growth,Yes,No,,,,5.50,3.77,0,8.39,1.74,0,0,5.00,0.00,3.26,,,,,,,,0.75,0.75,5.58,161.78 ,Large Growth,,,,,,,,,,,
Munro Global Growth Small & Mid Cap Fund - Class A,46344,GSF0874AU,,,,,1,Equity World Mid/Small,No,No,,,,12.36,11.47,0,1.7,1.7,0,0,6.55,0.00,1.15,−8.94,8.31,−4.25,29.22,,,,1.10,1.55,,,Mid Growth,,,,,,,,,,,
Mutual Cash Fund (MCTDF) Class A,19214,PRM0010AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.37,1.08,2.26,1.47,4.72,3.96,2.47,2.33,0.25,0.25,7.25,363.56 ,,,,,,,,0.40,0.98,67.39,0.34,1.70
MyNorth Australian Equity Index Fund,44789,IPA3983AU,Bronze,90.00,95.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,9.94,19.55,0.71,7.74,0,0,2.33,0.00,9.05,3.61,−3.66,1.13,0.65,9.46,,,,0.12,0.13,2.67,"9,414.20 ",Large Blend,,,,,,,,,,,
MyNorth Australian Fixed Interest Index Fund,44788,IPA5654AU,Gold,90.00,95.00,2025-03-31,4,Bonds - Australia,,No,,,,7.09,1.71,0.04,0.1,0,0,0,0.00,0.00,1.70,2.84,4.71,3.07,7.03,,,,0.12,0.12,2.67,"2,597.35 ",,,,,,,,,,,,
MyNorth Australian Property Index Fund,44797,IPA2425AU,Gold,90.00,95.00,2025-03-31,5,Equity Australia Real Estate,Yes,No,,,,7.35,0.00,0,0,0,0,0,0.00,0.00,6.27,−5.03,−4.32,−0.71,8.80,,,,0.12,0.13,2.67,536.31 ,Large Blend,,,,,,,,,,,
MyNorth Emerging Markets Index,44791,IPA9989AU,,,,,2,Equity Emerging Markets,No,No,,,,10.00,8.52,0.73,3.85,0.37,0.01,0.06,0.32,1.79,−1.42,−0.15,2.68,0.87,10.41,,,,0.25,0.25,2.67,764.88 ,Large Blend,,,,,,,,,,,
MyNorth International Equity Index Fund,44790,IPA6998AU,,,,,2,Equity World Large Blend,No,No,,,,7.07,8.23,0.49,16.18,1.31,0.01,0.26,0.97,0.36,−1.87,−6.90,3.27,−4.34,13.71,,,,0.12,0.12,2.67,"7,893.22 ",Large Blend,,,,,,,,,,,
MyNorth International Equity Index Hedged,44795,IPA5367AU,,,,,3,Equity World - Currency Hedged,No,No,,,,7.28,9.44,0.63,18,1.5,0.02,0.27,1.17,0.52,−0.49,−6.45,−0.39,−3.22,9.58,,,,0.12,0.12,2.67,600.99 ,Large Blend,,,,,,,,,,,
NAFM RO Series II and III Bond Capital Guaranteed,14900,NAB0026AU,,,,,,Bonds - Australia,,No,,,,,,,,,,,,,0.00,0.00,0.00,0.05,0.10,0.31,0.76,1.83,,,,2.22 ,,,,,,,,−2.06,0.00,0.15,0.09,
NAFM RO Series II and III Bond Equity,14902,NAB0028AU,,,,,,Equity Australia Large Blend,,No,,,,,,,,,,,,,−0.64,−6.01,−2.62,−3.77,3.98,5.07,10.51,6.51,,,,8.79 ,,,,,,2,3,−1.46,0.80,92.74,11.29,0.17
NAFM RO Series II and III Bond International,14899,NAB0029AU,,,,,,Equity World Large Blend,,No,,,,,,,,,,,,,−1.07,−6.55,0.70,−3.54,8.87,10.91,11.14,7.79,,,,3.77 ,,,,,,2,3,−0.54,0.68,80.91,8.89,0.80
Nanuk New World Fund,41749,SLT2171AU,Neutral,100.00,100.00,2024-04-04,5,Equity World Large Blend,Yes,Yes,,,,5.79,0.70,0,10.02,0,0,0,0.00,0.00,−1.71,−9.56,−2.61,−6.19,5.16,10.41,11.70,,1.10,1.10,9.50,748.80 ,Large Blend,,,,,2,4,−5.14,1.11,82.09,14.28,0.51
Nanuk New World Fund (Currency Hedged),46168,ETL0535AU,Neutral,100.00,100.00,2024-04-04,5,Equity World - Currency Hedged,Yes,Yes,,,,5.79,0.70,0,10.02,0,0,0,0.00,0.00,−0.89,−10.02,−6.65,−6.12,0.51,,,,1.10,1.10,,99.30 ,Large Blend,,,,,,,,,,,
Nat Aust Rollover Bond - Capital Gtd,1692,NAB0711AU,,,,,,Bonds - Australia,,No,,,,,,,,,,,,,0.04,0.11,0.18,0.18,0.36,0.64,1.16,2.15,,,,2.22 ,,,,,,,,−1.80,0.00,0.46,0.08,
Nat Aust Rollover Bond - Cash,1203,NAB0703AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.35,0.94,2.13,1.43,4.24,3.41,2.16,−0.55,,,,2.99 ,,,,,,,,−0.17,0.84,29.86,0.34,−2.62
Nat Aust Rollover Bond - Equity,1204,NAB0715AU,,,,,,Equity Australia Large Blend,,No,,,,,,,,,,,,,−0.61,−5.93,−2.49,−3.68,4.25,5.50,10.86,6.09,,,,8.79 ,,,,,,2,4,−1.06,0.81,92.75,11.36,0.20
Nat Aust Rollover Bond - International,1206,NAB0716AU,,,,,,Equity World Large Blend,,No,,,,,,,,,,,,,−1.02,−6.47,0.86,−3.43,9.18,11.26,11.61,8.58,,,,3.77 ,,,,,,3,3,−0.23,0.68,80.93,8.90,0.84
Netcash 31-Day Notice Fund,46496,NET2534AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.36,1.08,2.25,1.47,4.65,,,,0.47,0.47,,,,,,,,,,,,,,
Neuberger Berman Global Private Equity Access Fund Unhedged class,46038,ETL7896AU,,,,,,Alternative - Private Equity,,No,,,,,,,,,,,,,−0.18,2.17,16.60,2.17,15.19,,,,1.55,3.49,,19.18 ,,,,,,,,,,,,
NGS Super Australian Shares Pen,45065,,,,,,,Equity Australia Large Blend,,No,,,,,,,,,,,,,3.60,,2.03,1.05,11.85,8.34,12.60,7.45,0.41,0.69,,,,,,,,,,,,,13.35,0.39
NGS Super Australian Shares Sup,45044,,,,,,,Equity Australia Large Blend,,No,,,,,,,,,,,,,3.21,−3.29,1.81,0.92,10.48,7.45,12.91,7.46,0.41,0.69,,,,,,,,4,4,0.57,0.88,97.96,12.00,0.35
NGS Super Australian Shares TTR,45055,,,,,,,Equity Australia Large Blend,,No,,,,,,,,,,,,,3.21,−3.29,1.81,0.92,10.48,7.45,12.91,7.46,0.41,0.69,,,,,,,,4,4,0.57,0.88,97.96,12.00,0.35
NGS Super Cash & Term Deposits Pen,45062,,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.38,1.13,2.36,1.54,4.90,4.03,2.57,2.42,0.03,0.26,,,,,,,,,,0.51,1.18,74.29,0.36,2.09
NGS Super Cash & Term Deposits Sup,45041,,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.32,0.98,2.02,1.32,4.19,3.44,2.19,2.06,0.03,0.26,,,,,,,,,,−0.17,0.67,60.02,0.31,−4.18
NGS Super Cash & Term Deposits TTR,45052,,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.32,0.98,2.02,1.32,4.19,3.44,2.19,2.06,0.03,0.26,,,,,,,,,,−0.17,0.67,60.02,0.31,−4.18
NGS Super International Shares Pen,45066,,,,,,,Equity World Large Blend,,No,,,,,,,,,,,,,−4.21,−1.56,8.33,−1.56,10.47,10.06,12.35,9.55,0.44,0.70,,,,,,,,,,−3.90,0.99,86.90,12.55,0.55
NGS Super International Shares Sup,45045,,,,,,,Equity World Large Blend,,No,,,,,,,,,,,,,−1.34,−5.44,3.34,−2.77,11.49,10.80,10.53,8.62,0.44,0.70,,,,,,,,2,4,−2.48,0.86,87.27,10.82,0.67
NGS Super International Shares TTR,45056,,,,,,,Equity World Large Blend,,No,,,,,,,,,,,,,−1.34,−5.44,3.34,−2.77,11.49,10.80,10.53,8.62,0.44,0.70,,,,,,,,2,4,−2.48,0.86,87.27,10.82,0.67
Nikko AM ARK Global Disruptive Innovation Fund,43092,NIK1854AU,Negative,100.00,100.00,2025-03-31,1,Equity World Large Growth,Yes,No,,,,4.45,0.00,0,11.47,0.6,0,2.54,0.00,0.00,4.80,−17.83,17.07,−9.15,26.51,9.06,0.92,,1.35,1.35,6.75,43.54 ,Mid Growth,,,,,1,5,−10.08,1.92,36.67,37.01,0.31
Nikko AM Global Bond Fund,23815,,,,,,,Global Bond,,No,,,,8.45,8.73,0.7,5.91,0.28,0,0,0.28,1.91,2.72,3.41,4.01,4.24,8.38,2.63,−0.17,1.82,0.80,0.80,,324.06 ,,Medium Moderate,,A,5.80,3,5,0.19,1.13,93.29,8.26,−0.09
Ninety One Australia Funds - Emerging Markets Equity Fund I,43532,INV1488AU,Neutral,10.00,98.00,2025-03-31,3,Equity Emerging Markets,No,No,,,,8.58,8.91,0,2.34,0,0,0,0.00,0.00,−0.95,1.99,7.15,1.90,17.02,8.82,7.85,,1.00,1.00,5.50,,Large Growth,,,,,4,3,1.29,0.99,88.08,11.74,0.47
Ninety One Australia Funds - Emerging Markets Equity Fund J,43531,INV4233AU,Neutral,10.00,98.00,2025-03-31,3,Equity Emerging Markets,No,No,,,,8.58,8.91,0,2.34,0,0,0,0.00,0.00,−0.91,2.09,7.34,2.03,17.38,9.15,8.23,,0.75,0.75,5.50,,Large Growth,,,,,4,3,1.60,0.99,88.26,11.73,0.49
Ninety One Australia Funds - Global Franchise Fund M Inc AUD,46662,INV5400AU,,,,,,Equity World Large Blend,,No,,,,,,,,,,,,,−0.80,−2.72,8.21,−0.71,,,,,0.80,0.80,,,,,,,,,,,,,,
Northcape Capital Core Australian Shares Fund,45241,NCP0003AU,,,,,4,Equity Australia Large Blend,No,No,,,,8.37,15.74,2.06,14.83,0,0,1.67,0.00,12.26,2.67,−4.62,0.73,−1.06,10.40,7.85,12.41,9.51,0.80,0.80,,,Large Growth,,,,,5,3,0.75,0.97,93.72,13.50,0.35
Northcape Capital Global Emerging Markets Fund,42119,NCP0001AU,,,,,,Equity Emerging Markets,,No,,,,,,,,,,,,,4.19,1.47,5.52,4.62,5.14,6.66,9.67,8.89,1.00,1.00,,,,,,,,4,4,0.73,0.63,39.00,11.20,0.30
Northcape Capital Global Equities Fund,43747,NCP2294AU,,,,,,Equity World Large Blend,,No,,,,,,,,,,,,,−2.46,−10.01,−6.86,−9.22,1.48,6.83,7.99,,0.90,0.90,,,,,,,,1,4,−6.89,0.94,85.46,11.87,0.30
NT World Climate Equity Fund AUD,44005,ETL8174AU,,,,,3,Equity World Large Blend,Yes,Yes,,,,4.21,0.76,0.76,17.34,0.06,0,0,0.31,0.09,−1.08,−7.55,3.30,−5.12,15.27,,,,0.17,0.17,2.67,62.45 ,Large Blend,,,,,,,,,,,
NZI Superannuation Bond Cash,686,ZUR0412AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.25,0.80,1.64,1.08,3.45,2.35,1.41,1.10,,1.70,,24.36 ,,,,,,,,−1.12,1.22,19.36,0.43,−5.70
OA FR IP-Greencape Broadcap,41940,MMF1488AU,Silver,100.00,100.00,2025-03-31,2,Equity Australia Large Growth,No,No,,,,10.55,17.67,0,16.73,0,0,3.78,0.00,8.95,2.31,−7.11,−2.45,−3.32,6.32,6.58,10.76,,1.15,1.51,7.67,,Large Growth,,,,,3,2,−0.57,1.02,96.27,14.03,0.26
OA Fr PS-Nikko AM Aust Shares,41914,MMF1728AU,,,,,2,Equity Australia Large Value,No,No,,,,10.51,16.12,0.07,8.87,0,0,2.24,0.00,7.63,2.61,−1.31,1.18,2.77,5.83,4.71,11.31,,1.00,1.01,7.67,,Large Value,,,,,2,1,−1.63,0.74,91.69,10.45,0.14
OA Frontier AP-Altrinsic Global Equities,18648,MMF1651AU,,,,,3,Equity World Large Value,Yes,No,,,,7.50,3.66,4.26,16.93,2.53,0,1.48,1.87,0.00,−2.65,0.51,6.25,2.96,12.67,10.74,10.63,7.42,1.37,1.38,15.08,,Large Value,,,,,2,3,0.11,0.62,52.57,9.96,0.71
OA Frontier AP-Antipodes Global (Long only),18689,MMF1697AU,,,,,2,Equity World Large Value,,No,,,,,,,,,,,,,−1.27,−0.01,7.56,4.34,15.68,14.19,13.30,8.26,1.28,1.29,,,,,,,,3,3,3.45,0.60,49.74,9.87,1.03
OA Frontier AP-ANZ Cash Advantage,18604,MMF1582AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.35,1.11,2.31,1.53,4.69,3.50,,,0.30,0.30,,,,,,,,,,0.17,1.98,63.06,0.44,−1.18
OA Frontier AP-ANZ Term Deposit 12 Months,19180,MMF1840AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,
OA Frontier AP-ANZ Term Deposit 2 Years,19181,MMF1865AU,,,,,,Bonds - Australia,,No,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,
OA Frontier AP-ANZ Term Deposit 3 Months,19178,MMF1826AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,
OA Frontier AP-ANZ Term Deposit 3 Years,19182,MMF1872AU,,,,,,Bonds - Australia,,No,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,
OA Frontier AP-ANZ Term Deposit 6 Months,19179,MMF1833AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,
OA Frontier AP-Arrowstreet Global Equity (Hedged),18607,MMF1587AU,Neutral,100.00,100.00,2025-03-31,2,Equity World - Currency Hedged,No,No,,,,7.58,6.35,0.27,7.9,0.96,0.01,0.17,2.00,0.76,−0.56,−3.11,1.93,−0.26,9.14,11.87,16.06,10.38,1.28,1.35,1.33,45.40 ,Large Blend,,,,,5,2,2.66,0.85,91.94,12.95,0.65
OA Frontier AP-Ausbil Australian Emerging Leaders,18606,MMF1585AU,Neutral,100.00,100.00,2025-03-31,2,Equity Australia Mid/Small Growth,No,No,,,,9.71,9.81,0,6.59,0,0,0,0.00,0.00,4.35,−5.75,1.14,1.29,8.18,3.41,14.30,8.63,1.25,1.26,14.50,,Mid Growth,,,,,4,3,2.68,0.84,76.06,17.22,0.07
OA Frontier AP-Fidelity Australian Equities,18623,MMF1616AU,Silver,100.00,100.00,2025-03-31,2,Equity Australia Large Blend,No,No,,,,10.49,15.70,0,6.25,0,0,0,0.00,8.89,3.53,−3.32,−0.67,0.94,7.35,5.21,12.65,8.61,1.05,1.06,16.17,,Large Blend,,,,,3,4,−1.78,0.98,96.45,13.46,0.17
OA Frontier AP-Investors Mutual Australian Shares,18646,MMF1650AU,Neutral,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,9.38,12.89,3.1,11.52,0,0,9.27,0.00,6.94,2.42,−0.47,4.27,2.81,9.18,5.78,9.87,6.53,1.20,1.21,15.33,26.09 ,Large Blend,,,,,2,1,−0.43,0.69,86.02,10.03,0.24
OA Frontier AP-Magellan Global,18671,MMF1678AU,Negative,100.00,100.00,2025-03-31,3,Equity World Large Blend,Yes,No,,,,2.95,3.01,1.63,15.07,0,0,0,0.00,0.00,−1.88,−7.61,3.42,−4.14,11.14,13.34,8.33,10.17,1.65,1.71,4.83,,Large Growth,,,,,3,4,−1.25,0.97,87.19,12.16,0.79
OA Frontier AP-Merlon Australian Share Income,18649,MMF1599AU,,,,,3,Australia Equity Income,No,No,,,,10.89,13.15,10.81,1.29,0,0,2.22,0.00,5.08,0.44,−1.01,2.13,1.77,4.26,8.10,12.30,7.22,1.16,1.17,17.58,,Mid Value,,,,,,,2.08,0.59,74.21,9.25,0.49
OA Frontier AP-MFS Global Equity,18650,MMF1653AU,Bronze,100.00,100.00,2025-03-31,4,Equity World Large Blend,Yes,No,,,,5.22,2.53,8.22,25.91,2.95,0,0,1.58,0.00,−2.41,−7.34,1.78,−2.09,7.94,8.64,9.56,9.03,1.20,1.21,15.58,0.88 ,Large Blend,,,,,2,4,−5.33,0.95,84.78,12.09,0.44
OA Frontier AP-OnePath Australian Shares,18626,MMF1619AU,,,,,4,Equity Australia Large Blend,,No,,,,,,,,,,,,,3.35,−3.42,3.19,1.25,13.68,8.67,13.70,7.55,1.00,1.01,,,,,,,,4,2,1.65,0.90,97.38,12.38,0.44
OA Frontier AP-OnePath Blue Chip imputation,18628,MMF1621AU,,,,,2,Equity Australia Large Blend,No,No,,,,13.90,,0,0,0,0,3.33,0.00,,3.51,0.20,2.98,4.22,6.37,6.20,12.64,5.51,1.05,1.06,,210.43 ,Large Value,,,,,2,3,−0.31,0.77,93.76,10.80,0.27
OA Frontier AP-OnePath EmergOnePath Companies,18633,MMF1627AU,,,,,,Equity Australia Mid/Small Growth,,No,,,,,,,,,,,,,3.13,−2.27,−0.37,0.58,7.12,3.57,7.39,6.21,1.05,1.06,35.58,94.11 ,,,,,,2,2,2.43,0.80,89.77,15.16,0.06
OA Frontier AP-OnePath Global Emerging Markets Shares,18634,MMF1628AU,,,,,,Equity Emerging Markets,,No,,,,,,,,,,,,,−1.04,−3.23,0.14,−3.76,10.17,6.21,3.44,3.99,1.25,1.26,,,,,,,,3,3,−0.72,0.85,86.06,10.21,0.28
OA Frontier AP-OnePath Global Shares,18636,MMF1632AU,,,,,,Equity World Large Blend,,No,,,,,,,,,,,,,0.27,−6.01,4.58,−1.68,12.71,11.88,10.33,11.48,1.15,1.16,,,,,,,,4,3,−1.49,0.86,86.26,10.86,0.75
OA Frontier AP-OnePath Property Securities,18640,MMF1639AU,,,,,5,Equity Australia Real Estate,,No,,,,,,,,,,,,,6.37,−3.14,−1.78,1.42,11.37,7.31,12.60,5.50,1.00,1.01,,,,,,,,3,4,1.97,0.93,99.15,21.82,0.26
OA Frontier AP-OnePath Select Leaders,18643,MMF1642AU,Bronze,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,9.31,15.04,0,12.06,0,0,5.58,0.00,9.19,3.22,−3.08,3.74,1.39,14.52,8.88,13.50,7.09,1.00,1.01,14.83,4.71 ,Large Blend,,,,,3,2,1.94,0.86,96.51,11.91,0.47
OA Frontier AP-OnePath Sustainable Investments-Australian Shares,18644,MMF1648AU,Bronze,100.00,100.00,2025-03-31,4,Equity Australia Large Blend,,Yes,,,,,,,,,,,,,3.75,−2.78,3.57,1.90,13.82,7.34,13.05,7.51,1.00,1.01,14.50,,,,,,,3,3,0.21,0.98,97.77,13.46,0.32
OA Frontier AP-OptiMix Australian Fixed Interest,18654,MMF1657AU,,,,,,Bonds - Australia,,No,,,,,,,,,,,,,1.61,2.77,4.82,3.03,7.57,3.04,0.06,1.84,0.75,0.76,,,,,,,,5,5,0.38,1.08,99.04,6.17,−0.09
OA Frontier AP-OptiMix Australian Shares,18655,MMF1658AU,,,,,,Equity Australia Large Blend,,No,,,,,,,,,,,,,2.79,−4.83,0.10,−0.57,8.68,6.86,12.20,7.31,1.00,1.01,,,,,,,,3,4,−0.19,0.96,98.91,12.99,0.29
OA Frontier AP-OptiMix Global Emerging Market Shares,18659,MMF1663AU,,,,,,Equity Emerging Markets,,No,,,,,,,,,,,,,−1.11,−3.35,0.03,−3.89,10.07,6.13,3.28,2.69,1.25,1.26,,,,,,,,2,3,−0.80,0.85,85.90,10.23,0.27
OA Frontier AP-OptiMix Global Shares,18660,MMF1664AU,,,,,,Equity World Large Blend,,No,,,,,,,,,,,,,−1.37,−7.06,2.04,−3.97,10.87,13.71,13.85,10.62,1.20,1.21,,,,,,,,4,4,−1.11,0.98,98.08,11.59,0.85
OA Frontier AP-OptiMix Property Securities,18665,MMF1669AU,,,,,,Equity Australia Real Estate,,No,,,,,,,,,,,,,6.03,−3.46,−2.18,1.12,10.85,6.79,12.61,7.09,0.90,0.91,,,,,,,,4,4,1.48,0.93,99.48,21.80,0.24
OA Frontier AP- Pendal Australian Shares,18615,MMF1594AU,Silver,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,10.09,17.43,3.5,8.99,0,0,3.84,0.00,9.61,2.23,−4.44,0.63,−0.37,9.98,8.26,13.15,8.83,1.00,1.01,16.17,,Large Blend,,,,,4,3,1.21,0.93,97.19,12.72,0.40
OA Frontier AP-Perennial Value Shares,18667,MMF1674AU,Neutral,100.00,100.00,2025-03-31,3,Equity Australia Large Value,No,No,,,,9.90,21.41,2.6,10.01,0,0,4.07,0.00,11.82,2.02,−5.93,−2.32,−2.08,3.77,5.04,13.27,6.91,1.00,1.07,6.83,,Large Blend,,,,,2,5,−1.90,0.96,97.04,13.16,0.16
OA Frontier AP-Perpetual Australian Shares,18668,MMF1675AU,Neutral,100.00,100.00,2025-03-31,3,Equity Australia Large Value,No,No,,,,10.85,20.01,0,5.91,0,0,5.95,0.00,11.63,4.27,−2.56,−0.28,0.71,4.31,4.81,12.79,7.22,1.25,1.26,8.42,113.13 ,Large Blend,,,,,3,1,−1.78,0.84,91.05,11.86,0.14
OA Frontier AP-Platinum International,18672,MMF1679AU,Neutral,100.00,100.00,2025-03-31,3,Equity World Large Value,Yes,No,,,,7.21,4.85,4.49,14.79,0,0,0,0.00,0.00,−3.93,−4.45,−3.68,−3.84,−2.49,4.72,6.37,5.35,1.80,1.84,0.17,13.18 ,Large Blend,,,,,2,2,−1.66,0.26,12.46,8.66,0.15
OA Frontier AP-Schroder Australian Equity,18674,MMF1682AU,Silver,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,10.62,21.22,1.25,4.97,0,0,0,0.00,8.27,0.92,−2.85,0.95,0.87,5.24,6.42,12.95,8.24,1.00,1.01,19.33,,Large Value,,,,,3,3,−0.39,0.89,92.55,12.51,0.26
OA Frontier AP-Schroder Fixed Income,19100,MMF1961AU,Neutral,100.00,100.00,2025-03-31,,Bonds - Australia,,No,,,,8.10,11.26,0.02,0.81,0,0,0,0.00,0.09,1.58,2.50,4.71,2.83,7.29,2.59,0.00,1.71,0.85,0.87,6.17,,,Medium Extreme,,A,6.06,4,4,−0.11,1.04,99.01,5.96,−0.17
OA Frontier AP-SG Hiscock Property,18618,MMF1604AU,,,,,5,Equity Australia Real Estate,Yes,No,,,,5.80,0.00,0,0,0,0,0,0.00,0.00,6.33,−3.24,−1.95,1.29,11.28,6.01,11.73,4.98,1.15,1.16,14.58,12.41 ,Mid Value,,,,,2,3,0.75,0.91,98.21,21.53,0.20
OA Frontier AP-Stewart Investors WorldWide Sustainability Fund,18603,MMF1580AU,Bronze,100.00,100.00,2025-03-31,4,Equity World Large Growth,Yes,Yes,,,,6.21,0.00,0,27.58,0,0,0,0.00,0.00,−0.09,−6.12,0.69,−2.49,6.03,6.36,5.79,6.10,1.45,1.46,10.42,,Large Growth,,,,,1,3,−7.41,0.96,71.81,13.23,0.25
OA Frontier AP-T Rowe Price Global Equity,18676,MMF1684AU,Silver,100.00,100.00,2025-03-31,2,Equity World Large Growth,Yes,No,,,,7.14,7.18,0.23,12.17,1.56,0,0.03,0.57,0.59,−2.22,−8.73,0.04,−6.41,9.08,11.49,10.00,11.20,1.40,1.51,16.17,,Large Growth,,,,,4,3,−2.26,0.90,89.92,11.13,0.71
OA Frontier AP-Walter Scott Global Equity (Hedged),19102,MMF1967AU,Neutral,100.00,100.00,2025-03-31,5,Equity World - Currency Hedged,Yes,No,,,,4.25,1.60,2.07,21.11,0,0,0,0.00,0.00,0.67,−7.55,−3.75,−3.90,1.05,6.03,9.10,8.39,1.43,1.44,14.75,,Large Growth,,,,,2,3,−3.41,0.99,91.54,15.13,0.22
OA Frontier Investment Portfolio- Pendal Australian Shares,18511,MMF1476AU,Silver,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,10.09,17.43,3.5,8.99,0,0,3.84,0.00,9.61,1.89,−4.88,−0.08,−1.07,8.88,6.70,11.91,7.51,1.00,1.00,16.17,,Large Blend,,,,,4,2,−0.26,0.93,96.94,12.76,0.28
OA Frontier IP-Altrinsic Global Equities,18543,MMF1533AU,Negative,0.00,95.00,2025-03-31,3,Equity World Large Value,Yes,No,,,,7.50,3.66,4.26,16.93,2.53,0,1.48,1.87,0.00,−2.62,0.54,6.46,3.07,12.93,10.95,10.68,7.41,1.37,1.37,15.08,,Large Value,,,,,3,2,0.30,0.62,52.90,9.93,0.73
